22,2025-12-03,22,1,Wednesday,December,2025,2025-Dec,3,337,48,2025-W48,2025-11-30,49,2025-W49,2025-12-01,Non-Holiday,Weekday
23,2025-12-04,23,1,Thursday,December,2025,2025-Dec,4,338,48,2025-W48,2025-11-30,49,2025-W49,2025-12-01,Non-Holiday,Weekday
24,2025-12-05,24,1,Friday,December,2025,2025-Dec,5,339,48,2025-W48,2025-11-30,49,2025-W49,2025-12-01,Non-Holiday,Weekday
25,2025-12-06,25,1,Saturday,December,2025,2025-Dec,6,340,48,2025-W48,2025-11-30,49,2025-W49,2025-12-01,Non-Holiday,Weekend
26,2025-12-07,26,1,Sunday,December,2025,2025-Dec,7,341,48,2025-W48,2025-12-07,49,2025-W49,2025-12-01,Non-Holiday,Weekend
27,2025-12-08,27,1,Monday,December,2025,2025-Dec,8,342,49,2025-W49,2025-12-07,50,2025-W50,2025-12-08,Non-Holiday,Weekday
28,2025-12-09,28,1,Tuesday,December,2025,2025-Dec,9,343,49,2025-W49,2025-12-07,50,2025-W50,2025-12-08,Non-Holiday,Weekday
29,2025-12-10,29,1,Wednesday,December,2025,2025-Dec,10,344,49,2025-W49,2025-12-07,50,2025-W50,2025-12-08,Non-Holiday,Weekday
30,2025-12-11,30,1,Thursday,December,2025,2025-Dec,11,345,49,2025-W49,2025-12-07,50,2025-W50,2025-12-08,Non-Holiday,Weekday
31,2025-12-12,31,2,Friday,December,2025,2025-Dec,12,346,49,2025-W49,2025-12-07,50,2025-W50,2025-12-08,Non-Holiday,Weekday
32,2025-12-13,32,2,Saturday,December,2025,2025-Dec,13,347,49,2025-W49,2025-12-07,50,2025-W50,2025-12-08,Non-Holiday,Weekend
33,2025-12-14,33,2,Sunday,December,2025,2025-Dec,14,348,49,2025-W49,2025-12-14,50,2025-W50,2025-12-08,Non-Holiday,Weekend
34,2025-12-15,34,2,Monday,December,2025,2025-Dec,15,349,50,2025-W50,2025-12-14,51,2025-W51,2025-12-15,Non-Holiday,Weekday
35,2025-12-16,35,2,Tuesday,December,2025,2025-Dec,16,350,50,2025-W50,2025-12-14,51,2025-W51,2025-12-15,Non-Holiday,Weekday
36,2025-12-17,36,2,Wednesday,December,2025,2025-Dec,17,351,50,2025-W50,2025-12-14,51,2025-W51,2025-12-15,Non-Holiday,Weekday
37,2025-12-18,37,2,Thursday,December,2025,2025-Dec,18,352,50,2025-W50,2025-12-14,51,2025-W51,2025-12-15,Non-Holiday,Weekday
38,2025-12-19,38,2,Friday,December,2025,2025-Dec,19,353,50,2025-W50,2025-12-14,51,2025-W51,2025-12-15,Non-Holiday,Weekday
39,2025-12-20,39,2,Saturday,December,2025,2025-Dec,20,354,50,2025-W50,2025-12-14,51,2025-W51,2025-12-15,Non-Holiday,Weekend
40,2025-12-21,40,2,Sunday,December,2025,2025-Dec,21,355,50,2025-W50,2025-12-21,51,2025-W51,2025-12-15,Non-Holiday,Weekend
41,2025-12-22,41,2,Monday,December,2025,2025-Dec,22,356,51,2025-W51,2025-12-21,52,2025-W52,2025-12-22,Non-Holiday,Weekday
42,2025-12-23,42,2,Tuesday,December,2025,2025-Dec,23,357,51,2025-W51,2025-12-21,52,2025-W52,2025-12-22,Non-Holiday,Weekday
43,2025-12-24,43,2,Wednesday,December,2025,2025-Dec,24,358,51,2025-W51,2025-12-21,52,2025-W52,2025-12-22,Non-Holiday,Weekday
44,2025-12-25,44,2,Thursday,December,2025,2025-Dec,25,359,51,2025-W51,2025-12-21,52,2025-W52,2025-12-22,Non-Holiday,Weekday
45,2025-12-26,45,2,Friday,December,2025,2025-Dec,26,360,51,2025-W51,2025-12-21,52,2025-W52,2025-12-22,Non-Holiday,Weekday
46,2025-12-27,46,2,Saturday,December,2025,2025-Dec,27,361,51,2025-W51,2025-12-21,52,2025-W52,2025-12-22,Non-Holiday,Weekend
47,2025-12-28,47,2,Sunday,December,2025,2025-Dec,28,362,51,2025-W51,2025-12-28,52,2025-W52,2025-12-22,Non-Holiday,Weekend
48,2025-12-29,48,2,Monday,December,2025,2025-Dec,29,363,52,2025-W52,2025-12-28,1,2025-W01,2025-12-29,Non-Holiday,Weekday
49,2025-12-30,49,2,Tuesday,December,2025,2025-Dec,30,364,52,2025-W52,2025-12-28,1,2025-W01,2025-12-29,Non-Holiday,Weekday
50,2025-12-31,50,2,Wednesday,December,2025,2025-Dec,31,365,52,2025-W52,2025-12-28,1,2025-W01,2025-12-29,Non-Holiday,Weekday
51,2026-01-01,51,2,Thursday,January,2026,2026-Jan,1,1,52,2025-W52,2025-12-28,1,2025-W01,2025-12-29,Non-Holiday,Weekday
52,2026-01-02,52,2,Friday,January,2026,2026-Jan,2,2,52,2025-W52,2025-12-28,1,2025-W01,2025-12-29,Non-Holiday,Weekday
53,2026-01-03,53,2,Saturday,January,2026,2026-Jan,3,3,52,2025-W52,2025-12-28,1,2025-W01,2025-12-29,Non-Holiday,Weekend
54,2026-01-04,54,2,Sunday,January,2026,2026-Jan,4,4,52,2025-W52,2026-01-04,1,2025-W01,2025-12-29,Non-Holiday,Weekend
55,2026-01-05,55,2,Monday,January,2026,2026-Jan,5,5,1,2026-W01,2026-01-04,2,2026-W02,2026-01-05,Non-Holiday,Weekday
56,2026-01-06,56,2,Tuesday,January,2026,2026-Jan,6,6,1,2026-W01,2026-01-04,2,2026-W02,2026-01-05,Non-Holiday,Weekday
57,2026-01-07,57,2,Wednesday,January,2026,2026-Jan,7,7,1,2026-W01,2026-01-04,2,2026-W02,2026-01-05,Non-Holiday,Weekday
58,2026-01-08,58,2,Thursday,January,2026,2026-Jan,8,8,1,2026-W01,2026-01-04,2,2026-W02,2026-01-05,Non-Holiday,Weekday
59,2026-01-09,59,2,Friday,January,2026,2026-Jan,9,9,1,2026-W01,2026-01-04,2,2026-W02,2026-01-05,Non-Holiday,Weekday
60,2026-01-10,60,2,Saturday,January,2026,2026-Jan,10,10,1,2026-W01,2026-01-04,2,2026-W02,2026-01-05,Non-Holiday,Weekend
61,2026-01-11,61,2,Sunday,January,2026,2026-Jan,11,11,1,2026-W01,2026-01-11,2,2026-W02,2026-01-05,Non-Holiday,Weekend
62,2026-01-12,62,3,Monday,January,2026,2026-Jan,12,12,2,2026-W02,2026-01-11,3,2026-W03,2026-01-12,Non-Holiday,Weekday
63,2026-01-13,63,3,Tuesday,January,2026,2026-Jan,13,13,2,2026-W02,2026-01-11,3,2026-W03,2026-01-12,Non-Holiday,Weekday
64,2026-01-14,64,3,Wednesday,January,2026,2026-Jan,14,14,2,2026-W02,2026-01-11,3,2026-W03,2026-01-12,Non-Holiday,Weekday
65,2026-01-15,65,3,Thursday,January,2026,2026-Jan,15,15,2,2026-W02,2026-01-11,3,2026-W03,2026-01-12,Non-Holiday,Weekday
66,2026-01-16,66,3,Friday,January,2026,2026-Jan,16,16,2,2026-W02,2026-01-11,3,2026-W03,2026-01-12,Non-Holiday,Weekday
67,2026-01-17,67,3,Saturday,January,2026,2026-Jan,17,17,2,2026-W02,2026-01-11,3,2026-W03,2026-01-12,Non-Holiday,Weekend
68,2026-01-18,68,3,Sunday,January,2026,2026-Jan,18,18,2,2026-W02,2026-01-18,3,2026-W03,2026-01-12,Non-Holiday,Weekend
69,2026-01-19,69,3,Monday,January,2026,2026-Jan,19,19,3,2026-W03,2026-01-18,4,2026-W04,2026-01-19,Non-Holiday,Weekday
70,2026-01-20,70,3,Tuesday,January,2026,2026-Jan,20,20,3,2026-W03,2026-01-18,4,2026-W04,2026-01-19,Non-Holiday,Weekday
71,2026-01-21,71,3,Wednesday,January,2026,2026-Jan,21,21,3,2026-W03,2026-01-18,4,2026-W04,2026-01-19,Non-Holiday,Weekday
72,2026-01-22,72,3,Thursday,January,2026,2026-Jan,22,22,3,2026-W03,2026-01-18,4,2026-W04,2026-01-19,Non-Holiday,Weekday
73,2026-01-23,73,3,Friday,January,2026,2026-Jan,23,23,3,2026-W03,2026-01-18,4,2026-W04,2026-01-19,Non-Holiday,Weekday
74,2026-01-24,74,3,Saturday,January,2026,2026-Jan,24,24,3,2026-W03,2026-01-18,4,2026-W04,2026-01-19,Non-Holiday,Weekend
75,2026-01-25,75,3,Sunday,January,2026,2026-Jan,25,25,3,2026-W03,2026-01-25,4,2026-W04,2026-01-19,Non-Holiday,Weekend
76,2026-01-26,76,3,Monday,January,2026,2026-Jan,26,26,4,2026-W04,2026-01-25,5,2026-W05,2026-01-26,Non-Holiday,Weekday
77,2026-01-27,77,3,Tuesday,January,2026,2026-Jan,27,27,4,2026-W04,2026-01-25,5,2026-W05,2026-01-26,Non-Holiday,Weekday
78,2026-01-28,78,3,Wednesday,January,2026,2026-Jan,28,28,4,2026-W04,2026-01-25,5,2026-W05,2026-01-26,Non-Holiday,Weekday
79,2026-01-29,79,3,Thursday,January,2026,2026-Jan,29,29,4,2026-W04,2026-01-25,5,2026-W05,2026-01-26,Non-Holiday,Weekday
80,2026-01-30,80,3,Friday,January,2026,2026-Jan,30,30,4,2026-W04,2026-01-25,5,2026-W05,2026-01-26,Non-Holiday,Weekday
81,2026-01-31,81,3,Saturday,January,2026,2026-Jan,31,31,4,2026-W04,2026-01-25,5,2026-W05,2026-01-26,Non-Holiday,Weekend
82,2026-02-01,82,3,Sunday,February,2026,2026-Feb,1,32,4,2026-W04,2026-02-01,5,2026-W05,2026-01-26,Non-Holiday,Weekend
83,2026-02-02,83,3,Monday,February,2026,2026-Feb,2,33,5,2026-W05,2026-02-01,6,2026-W06,2026-02-02,Non-Holiday,Weekday
84,2026-02-03,84,3,Tuesday,February,2026,2026-Feb,3,34,5,2026-W05,2026-02-01,6,2026-W06,2026-02-02,Non-Holiday,Weekday
85,2026-02-04,85,3,Wednesday,February,2026,2026-Feb,4,35,5,2026-W05,2026-02-01,6,2026-W06,2026-02-02,Non-Holiday,Weekday
86,2026-02-05,86,3,Thursday,February,2026,2026-Feb,5,36,5,2026-W05,2026-02-01,6,2026-W06,2026-02-02,Non-Holiday,Weekday
87,2026-02-06,87,3,Friday,February,2026,2026-Feb,6,37,5,2026-W05,2026-02-01,6,2026-W06,2026-02-02,Non-Holiday,Weekday
88,2026-02-07,88,3,Saturday,February,2026,2026-Feb,7,38,5,2026-W05,2026-02-01,6,2026-W06,2026-02-02,Non-Holiday,Weekend
89,2026-02-08,89,3,Sunday,February,2026,2026-Feb,8,39,5,2026-W05,2026-02-08,6,2026-W06,2026-02-02,Non-Holiday,Weekend
90,2026-02-09,90,3,Monday,February,2026,2026-Feb,9,40,6,2026-W06,2026-02-08,7,2026-W07,2026-02-09,Non-Holiday,Weekday
91,2026-02-10,91,3,Tuesday,February,2026,2026-Feb,10,41,6,2026-W06,2026-02-08,7,2026-W07,2026-02-09,Non-Holiday,Weekday
92,2026-02-11,92,3,Wednesday,February,2026,2026-Feb,11,42,6,2026-W06,2026-02-08,7,2026-W07,2026-02-09,Non-Holiday,Weekday
93,2026-02-12,93,4,Thursday,February,2026,2026-Feb,12,43,6,2026-W06,2026-02-08,7,2026-W07,2026-02-09,Non-Holiday,Weekday
94,2026-02-13,94,4,Friday,February,2026,2026-Feb,13,44,6,2026-W06,2026-02-08,7,2026-W07,2026-02-09,Non-Holiday,Weekday
95,2026-02-14,95,4,Saturday,February,2026,2026-Feb,14,45,6,2026-W06,2026-02-08,7,2026-W07,2026-02-09,Non-Holiday,Weekend
96,2026-02-15,96,4,Sunday,February,2026,2026-Feb,15,46,6,2026-W06,2026-02-15,7,2026-W07,2026-02-09,Non-Holiday,Weekend
97,2026-02-16,97,4,Monday,February,2026,2026-Feb,16,47,7,2026-W07,2026-02-15,8,2026-W08,2026-02-16,Non-Holiday,Weekday
98,2026-02-17,98,4,Tuesday,February,2026,2026-Feb,17,48,7,2026-W07,2026-02-15,8,2026-W08,2026-02-16,Non-Holiday,Weekday
99,2026-02-18,99,4,Wednesday,February,2026,2026-Feb,18,49,7,2026-W07,2026-02-15,8,2026-W08,2026-02-16,Non-Holiday,Weekday
100,2026-02-19,100,4,Thursday,February,2026,2026-Feb,19,50,7,2026-W07,2026-02-15,8,2026-W08,2026-02-16,Non-Holiday,Weekday
101,2026-02-20,101,4,Friday,February,2026,2026-Feb,20,51,7,2026-W07,2026-02-15,8,2026-W08,2026-02-16,Non-Holiday,Weekday
102,2026-02-21,102,4,Saturday,February,2026,2026-Feb,21,52,7,2026-W07,2026-02-15,8,2026-W08,2026-02-16,Non-Holiday,Weekend
103,2026-02-22,103,4,Sunday,February,2026,2026-Feb,22,53,7,2026-W07,2026-02-22,8,2026-W08,2026-02-16,Non-Holiday,Weekend
104,2026-02-23,104,4,Monday,February,2026,2026-Feb,23,54,8,2026-W08,2026-02-22,9,2026-W09,2026-02-23,Non-Holiday,Weekday
105,2026-02-24,105,4,Tuesday,February,2026,2026-Feb,24,55,8,2026-W08,2026-02-22,9,2026-W09,2026-02-23,Non-Holiday,Weekday
106,2026-02-25,106,4,Wednesday,February,2026,2026-Feb,25,56,8,2026-W08,2026-02-22,9,2026-W09,2026-02-23,Non-Holiday,Weekday
107,2026-02-26,107,4,Thursday,February,2026,2026-Feb,26,57,8,2026-W08,2026-02-22,9,2026-W09,2026-02-23,Non-Holiday,Weekday
108,2026-02-27,108,4,Friday,February,2026,2026-Feb,27,58,8,2026-W08,2026-02-22,9,2026-W09,2026-02-23,Non-Holiday,Weekday
109,2026-02-28,109,4,Saturday,February,2026,2026-Feb,28,59,8,2026-W08,2026-02-22,9,2026-W09,2026-02-23,Non-Holiday,Weekend
110,2026-03-01,110,4,Sunday,March,2026,2026-Mar,1,60,8,2026-W08,2026-03-01,9,2026-W09,2026-02-23,Non-Holiday,Weekend
111,2026-03-02,111,4,Monday,March,2026,2026-Mar,2,61,9,2026-W09,2026-03-01,10,2026-W10,2026-03-02,Non-Holiday,Weekday
112,2026-03-03,112,4,Tuesday,March,2026,2026-Mar,3,62,9,2026-W09,2026-03-01,10,2026-W10,2026-03-02,Non-Holiday,Weekday
113,2026-03-04,113,4,Wednesday,March,2026,2026-Mar,4,63,9,2026-W09,2026-03-01,10,2026-W10,2026-03-02,Non-Holiday,Weekday
114,2026-03-05,114,4,Thursday,March,2026,2026-Mar,5,64,9,2026-W09,2026-03-01,10,2026-W10,2026-03-02,Non-Holiday,Weekday
115,2026-03-06,115,4,Friday,March,2026,2026-Mar,6,65,9,2026-W09,2026-03-01,10,2026-W10,2026-03-02,Non-Holiday,Weekday
116,2026-03-07,116,4,Saturday,March,2026,2026-Mar,7,66,9,2026-W09,2026-03-01,10,2026-W10,2026-03-02,Non-Holiday,Weekend
117,2026-03-08,117,4,Sunday,March,2026,2026-Mar,8,67,9,2026-W09,2026-03-08,10,2026-W10,2026-03-02,Non-Holiday,Weekend
118,2026-03-09,118,4,Monday,March,2026,2026-Mar,9,68,10,2026-W10,2026-03-08,11,2026-W11,2026-03-09,Non-Holiday,Weekday
119,2026-03-10,119,4,Tuesday,March,2026,2026-Mar,10,69,10,2026-W10,2026-03-08,11,2026-W11,2026-03-09,Non-Holiday,Weekday
120,2026-03-11,120,4,Wednesday,March,2026,2026-Mar,11,70,10,2026-W10,2026-03-08,11,2026-W11,2026-03-09,Non-Holiday,Weekday
121,2026-03-12,121,5,Thursday,March,2026,2026-Mar,12,71,10,2026-W10,2026-03-08,11,2026-W11,2026-03-09,Non-Holiday,Weekday
122,2026-03-13,122,5,Friday,March,2026,2026-Mar,13,72,10,2026-W10,2026-03-08,11,2026-W11,2026-03-09,Non-Holiday,Weekday
123,2026-03-14,123,5,Saturday,March,2026,2026-Mar,14,73,10,2026-W10,2026-03-08,11,2026-W11,2026-03-09,Non-Holiday,Weekend
124,2026-03-15,124,5,Sunday,March,2026,2026-Mar,15,74,10,2026-W10,2026-03-15,11,2026-W11,2026-03-09,Non-Holiday,Weekend
125,2026-03-16,125,5,Monday,March,2026,2026-Mar,16,75,11,2026-W11,2026-03-15,12,2026-W12,2026-03-16,Non-Holiday,Weekday
126,2026-03-17,126,5,Tuesday,March,2026,2026-Mar,17,76,11,2026-W11,2026-03-15,12,2026-W12,2026-03-16,Non-Holiday,Weekday
127,2026-03-18,127,5,Wednesday,March,2026,2026-Mar,18,77,11,2026-W11,2026-03-15,12,2026-W12,2026-03-16,Non-Holiday,Weekday
128,2026-03-19,128,5,Thursday,March,2026,2026-Mar,19,78,11,2026-W11,2026-03-15,12,2026-W12,2026-03-16,Non-Holiday,Weekday
129,2026-03-20,129,5,Friday,March,2026,2026-Mar,20,79,11,2026-W11,2026-03-15,12,2026-W12,2026-03-16,Non-Holiday,Weekday
130,2026-03-21,130,5,Saturday,March,2026,2026-Mar,21,80,11,2026-W11,2026-03-15,12,2026-W12,2026-03-16,Non-Holiday,Weekend
131,2026-03-22,131,5,Sunday,March,2026,2026-Mar,22,81,11,2026-W11,2026-03-22,12,2026-W12,2026-03-16,Non-Holiday,Weekend
132,2026-03-23,132,5,Monday,March,2026,2026-Mar,23,82,12,2026-W12,2026-03-22,13,2026-W13,2026-03-23,Non-Holiday,Weekday
133,2026-03-24,133,5,Tuesday,March,2026,2026-Mar,24,83,12,2026-W12,2026-03-22,13,2026-W13,2026-03-23,Non-Holiday,Weekday
134,2026-03-25,134,5,Wednesday,March,2026,2026-Mar,25,84,12,2026-W12,2026-03-22,13,2026-W13,2026-03-23,Non-Holiday,Weekday
135,2026-03-26,135,5,Thursday,March,2026,2026-Mar,26,85,12,2026-W12,2026-03-22,13,2026-W13,2026-03-23,Non-Holiday,Weekday
136,2026-03-27,136,5,Friday,March,2026,2026-Mar,27,86,12,2026-W12,2026-03-22,13,2026-W13,2026-03-23,Non-Holiday,Weekday
137,2026-03-28,137,5,Saturday,March,2026,2026-Mar,28,87,12,2026-W12,2026-03-22,13,2026-W13,2026-03-23,Non-Holiday,Weekend
138,2026-03-29,138,5,Sunday,March,2026,2026-Mar,29,88,12,2026-W12,2026-03-29,13,2026-W13,2026-03-23,Non-Holiday,Weekend
139,2026-03-30,139,5,Monday,March,2026,2026-Mar,30,89,13,2026-W13,2026-03-29,14,2026-W14,2026-03-30,Non-Holiday,Weekday
140,2026-03-31,140,5,Tuesday,March,2026,2026-Mar,31,90,13,2026-W13,2026-03-29,14,2026-W14,2026-03-30,Non-Holiday,Weekday
141,2026-04-01,141,5,Wednesday,April,2026,2026-Apr,1,91,13,2026-W13,2026-03-29,14,2026-W14,2026-03-30,Non-Holiday,Weekday
142,2026-04-02,142,5,Thursday,April,2026,2026-Apr,2,92,13,2026-W13,2026-03-29,14,2026-W14,2026-03-30,Non-Holiday,Weekday
143,2026-04-03,143,5,Friday,April,2026,2026-Apr,3,93,13,2026-W13,2026-03-29,14,2026-W14,2026-03-30,Non-Holiday,Weekday
144,2026-04-04,144,5,Saturday,April,2026,2026-Apr,4,94,13,2026-W13,2026-03-29,14,2026-W14,2026-03-30,Non-Holiday,Weekend
145,2026-04-05,145,5,Sunday,April,2026,2026-Apr,5,95,13,2026-W13,2026-04-05,14,2026-W14,2026-03-30,Non-Holiday,Weekend
146,2026-04-06,146,5,Monday,April,2026,2026-Apr,6,96,14,2026-W14,2026-04-05,15,2026-W15,2026-04-06,Non-Holiday,Weekday
147,2026-04-07,147,5,Tuesday,April,2026,2026-Apr,7,97,14,2026-W14,2026-04-05,15,2026-W15,2026-04-06,Non-Holiday,Weekday
148,2026-04-08,148,5,Wednesday,April,2026,2026-Apr,8,98,14,2026-W14,2026-04-05,15,2026-W15,2026-04-06,Non-Holiday,Weekday
149,2026-04-09,149,5,Thursday,April,2026,2026-Apr,9,99,14,2026-W14,2026-04-05,15,2026-W15,2026-04-06,Non-Holiday,Weekday
150,2026-04-10,150,5,Friday,April,2026,2026-Apr,10,100,14,2026-W14,2026-04-05,15,2026-W15,2026-04-06,Non-Holiday,Weekday
151,2026-04-11,151,5,Saturday,April,2026,2026-Apr,11,101,14,2026-W14,2026-04-05,15,2026-W15,2026-04-06,Non-Holiday,Weekend
152,2026-04-12,152,6,Sunday,April,2026,2026-Apr,12,102,14,2026-W14,2026-04-12,15,2026-W15,2026-04-06,Non-Holiday,Weekend
153,2026-04-13,153,6,Monday,April,2026,2026-Apr,13,103,15,2026-W15,2026-04-12,16,2026-W16,2026-04-13,Non-Holiday,Weekday
154,2026-04-14,154,6,Tuesday,April,2026,2026-Apr,14,104,15,2026-W15,2026-04-12,16,2026-W16,2026-04-13,Non-Holiday,Weekday
155,2026-04-15,155,6,Wednesday,April,2026,2026-Apr,15,105,15,2026-W15,2026-04-12,16,2026-W16,2026-04-13,Non-Holiday,Weekday
156,2026-04-16,156,6,Thursday,April,2026,2026-Apr,16,106,15,2026-W15,2026-04-12,16,2026-W16,2026-04-13,Non-Holiday,Weekday
157,2026-04-17,157,6,Friday,April,2026,2026-Apr,17,107,15,2026-W15,2026-04-12,16,2026-W16,2026-04-13,Non-Holiday,Weekday
158,2026-04-18,158,6,Saturday,April,2026,2026-Apr,18,108,15,2026-W15,2026-04-12,16,2026-W16,2026-04-13,Non-Holiday,Weekend
159,2026-04-19,159,6,Sunday,April,2026,2026-Apr,19,109,15,2026-W15,2026-04-19,16,2026-W16,2026-04-13,Non-Holiday,Weekend
160,2026-04-20,160,6,Monday,April,2026,2026-Apr,20,110,16,2026-W16,2026-04-19,17,2026-W17,2026-04-20,Non-Holiday,Weekday
161,2026-04-21,161,6,Tuesday,April,2026,2026-Apr,21,111,16,2026-W16,2026-04-19,17,2026-W17,2026-04-20,Non-Holiday,Weekday
162,2026-04-22,162,6,Wednesday,April,2026,2026-Apr,22,112,16,2026-W16,2026-04-19,17,2026-W17,2026-04-20,Non-Holiday,Weekday
163,2026-04-23,163,6,Thursday,April,2026,2026-Apr,23,113,16,2026-W16,2026-04-19,17,2026-W17,2026-04-20,Non-Holiday,Weekday
164,2026-04-24,164,6,Friday,April,2026,2026-Apr,24,114,16,2026-W16,2026-04-19,17,2026-W17,2026-04-20,Non-Holiday,Weekday
165,2026-04-25,165,6,Saturday,April,2026,2026-Apr,25,115,16,2026-W16,2026-04-19,17,2026-W17,2026-04-20,Non-Holiday,Weekend
166,2026-04-26,166,6,Sunday,April,2026,2026-Apr,26,116,16,2026-W16,2026-04-26,17,2026-W17,2026-04-20,Non-Holiday,Weekend
167,2026-04-27,167,6,Monday,April,2026,2026-Apr,27,117,17,2026-W17,2026-04-26,18,2026-W18,2026-04-27,Non-Holiday,Weekday
168,2026-04-28,168,6,Tuesday,April,2026,2026-Apr,28,118,17,2026-W17,2026-04-26,18,2026-W18,2026-04-27,Non-Holiday,Weekday
169,2026-04-29,169,6,Wednesday,April,2026,2026-Apr,29,119,17,2026-W17,2026-04-26,18,2026-W18,2026-04-27,Non-Holiday,Weekday
170,2026-04-30,170,6,Thursday,April,2026,2026-Apr,30,120,17,2026-W17,2026-04-26,18,2026-W18,2026-04-27,Non-Holiday,Weekday
171,2026-05-01,171,6,Friday,May,2026,2026-May,1,121,17,2026-W17,2026-04-26,18,2026-W18,2026-04-27,Non-Holiday,Weekday
172,2026-05-02,172,6,Saturday,May,2026,2026-May,2,122,17,2026-W17,2026-04-26,18,2026-W18,2026-04-27,Non-Holiday,Weekend
173,2026-05-03,173,6,Sunday,May,2026,2026-May,3,123,17,2026-W17,2026-05-03,18,2026-W18,2026-04-27,Non-Holiday,Weekend
174,2026-05-04,174,6,Monday,May,2026,2026-May,4,124,18,2026-W18,2026-05-03,19,2026-W19,2026-05-04,Non-Holiday,Weekday
175,2026-05-05,175,6,Tuesday,May,2026,2026-May,5,125,18,2026-W18,2026-05-03,19,2026-W19,2026-05-04,Non-Holiday,Weekday
176,2026-05-06,176,6,Wednesday,May,2026,2026-May,6,126,18,2026-W18,2026-05-03,19,2026-W19,2026-05-04,Non-Holiday,Weekday
177,2026-05-07,177,6,Thursday,May,2026,2026-May,7,127,18,2026-W18,2026-05-03,19,2026-W19,2026-05-04,Non-Holiday,Weekday
178,2026-05-08,178,6,Friday,May,2026,2026-May,8,128,18,2026-W18,2026-05-03,19,2026-W19,2026-05-04,Non-Holiday,Weekday
179,2026-05-09,179,6,Saturday,May,2026,2026-May,9,129,18,2026-W18,2026-05-03,19,2026-W19,2026-05-04,Non-Holiday,Weekend
180,2026-05-10,180,6,Sunday,May,2026,2026-May,10,130,18,2026-W18,2026-05-10,19,2026-W19,2026-05-04,Non-Holiday,Weekend
181,2026-05-11,181,6,Monday,May,2026,2026-May,11,131,19,2026-W19,2026-05-10,20,2026-W20,2026-05-11,Non-Holiday,Weekday
182,2026-05-12,182,7,Tuesday,May,2026,2026-May,12,132,19,2026-W19,2026-05-10,20,2026-W20,2026-05-11,Non-Holiday,Weekday
